dataset,noise,budget_fraction,method,n_absolute_seeds,absolute_delta_wga,absolute_ci_low,absolute_ci_high,n_paired_loss_seeds,delta_wga_vs_loss,paired_ci_low,paired_ci_high
Waterbirds,minority_high_40,0.01,badge_lite,10,0.031901554869414414,0.0077278596416690305,0.0560752500971598,10,0.024277997665278238,-0.01584919346943401,0.06440518879999049
Waterbirds,minority_high_40,0.02,badge_lite,10,0.010084823617989791,-0.013954340679666204,0.03412398791564579,10,0.010996055839912687,-0.03223686312901783,0.0542289748088432
Waterbirds,minority_high_40,0.05,badge_lite,10,0.01316064681462446,-0.019363584101909383,0.0456848777311583,10,0.009958209862472481,-0.02754821194916877,0.04746463167411373
Waterbirds,minority_high_40,0.1,badge_lite,10,0.0009286390230087302,-0.05635790171753153,0.05821517976354899,10,0.029151694745494634,-0.06015916520689482,0.11846255469788408
Waterbirds,minority_high_40,0.005,tracin_val_uncertainty,10,0.013236076285996498,-0.025274790814369154,0.05174694338636215,10,0.00478825179075923,-0.03175747713151856,0.04133398071303702
Waterbirds,minority_high_40,0.01,tracin_val_uncertainty,10,0.01211962340524,-0.02658494819180093,0.05082419500228093,10,0.00449606620110382,-0.023239494574264257,0.032231626976471896
Waterbirds,minority_high_40,0.02,tracin_val_uncertainty,10,0.0065121467697259695,-0.0447633685519012,0.05778766209135314,10,0.007423378991648871,-0.04414887757170159,0.05899563555499933
Waterbirds,minority_high_40,0.05,tracin_val_uncertainty,10,-0.04021682519289084,-0.07754319842637884,-0.002890451959402837,10,-0.043419262145042825,-0.11260427504043499,0.025765750750349342
Waterbirds,minority_high_40,0.1,tracin_val_uncertainty,10,-0.12666542332373193,-0.1772447342140477,-0.07608611243341615,10,-0.09844236760124603,-0.17634132138247777,-0.020543413820014303
Waterbirds,minority_high_40,0.005,tracin_noise_weighted,10,0.029054644921980198,-0.007410977003244196,0.06552026684720459,10,0.020606820426742934,-0.019995050878230478,0.06120869173171635
Waterbirds,minority_high_40,0.01,tracin_noise_weighted,10,0.03766479474480382,-0.0081749483915049,0.08350453788111253,10,0.03004123754066764,-0.0009914006347520668,0.06107387571608735
Waterbirds,minority_high_40,0.02,tracin_noise_weighted,10,0.05370840845196893,-0.007202073199689012,0.11461889010362686,10,0.054619640673891835,-0.005773155185127235,0.1150124365329109
Waterbirds,minority_high_40,0.05,tracin_noise_weighted,10,0.0001258539348350421,-0.06526838196308869,0.06552008983275877,10,-0.003076583017316936,-0.08422419729023359,0.07807103125559972
Waterbirds,minority_high_40,0.1,tracin_noise_weighted,10,-0.14411090618977554,-0.19703462193325083,-0.09118719044630025,10,-0.11588785046728964,-0.18596979265823121,-0.04580590827634806
Waterbirds,minority_high_40,0.005,noise_score,10,0.03579563586629913,-0.002818893767732228,0.07441016550033049,10,0.027347811371061858,-0.014241763161131012,0.06893738590325472
Waterbirds,minority_high_40,0.01,noise_score,10,0.061185803786669955,0.018195370793390765,0.10417623677994914,10,0.05356224658253378,0.03114133438319608,0.07598315878187148
Waterbirds,minority_high_40,0.02,noise_score,10,0.09457094307561592,0.049562562569309264,0.13957932358192257,10,0.09548217529753884,0.03298317331350221,0.15798117728157549
Waterbirds,minority_high_40,0.05,noise_score,10,0.04585075740307102,-0.015606511530187238,0.10730802633632927,10,0.04264832045091904,-0.03140901697489491,0.116705657876733
Waterbirds,minority_high_40,0.1,noise_score,10,0.13287564498414733,0.10057443161167728,0.16517685835661738,10,0.16109870070663324,0.07254205257812808,0.2496553488351384
Waterbirds,minority_high_40,0.005,noise_score_budget_hybrid_v8,10,0.03579563586629913,-0.002818893767732228,0.07441016550033049,10,0.027347811371061858,-0.014241763161131012,0.06893738590325472
Waterbirds,minority_high_40,0.01,noise_score_budget_hybrid_v8,10,0.061185803786669955,0.018195370793390765,0.10417623677994914,10,0.05356224658253378,0.03114133438319608,0.07598315878187148
Waterbirds,minority_high_40,0.02,noise_score_budget_hybrid_v8,10,0.09457094307561592,0.049562562569309264,0.13957932358192257,10,0.09548217529753884,0.03298317331350221,0.15798117728157549
Waterbirds,minority_high_40,0.05,noise_score_budget_hybrid_v8,10,0.04585075740307102,-0.015606511530187238,0.10730802633632927,10,0.04264832045091904,-0.03140901697489491,0.116705657876733
Waterbirds,minority_high_40,0.1,noise_score_budget_hybrid_v8,10,0.13287564498414733,0.10057443161167728,0.16517685835661738,10,0.16109870070663324,0.07254205257812808,0.2496553488351384
Waterbirds,minority_high_40,0.005,noise_score_cpba_only,10,0.03579563586629913,-0.002818893767732228,0.07441016550033049,10,0.027347811371061858,-0.014241763161131012,0.06893738590325472
Waterbirds,minority_high_40,0.01,noise_score_cpba_only,10,0.061185803786669955,0.018195370793390765,0.10417623677994914,10,0.05356224658253378,0.03114133438319608,0.07598315878187148
Waterbirds,minority_high_40,0.02,noise_score_cpba_only,10,0.10062402000400628,0.05610522206968245,0.14514281793833012,10,0.10153525222592918,0.04317688093938023,0.15989362351247816
Waterbirds,minority_high_40,0.05,noise_score_cpba_only,10,0.14587845632067192,0.09384638490088065,0.1979105277404632,10,0.14267601936851992,0.07077977268005846,0.21457226605698138
Waterbirds,minority_high_40,0.1,noise_score_cpba_only,10,0.12972086951115896,0.0770791673790127,0.18236257164330522,10,0.15794392523364484,0.06846428958682706,0.24742356088046263
Waterbirds,minority_high_40,0.005,noise_score_cpba_tc_no_fallback,10,0.03579563586629913,-0.002818893767732228,0.07441016550033049,10,0.027347811371061858,-0.014241763161131012,0.06893738590325472
Waterbirds,minority_high_40,0.01,noise_score_cpba_tc_no_fallback,10,0.061185803786669955,0.018195370793390765,0.10417623677994914,10,0.05356224658253378,0.03114133438319608,0.07598315878187148
Waterbirds,minority_high_40,0.02,noise_score_cpba_tc_no_fallback,10,0.10062402000400628,0.05610522206968245,0.14514281793833012,10,0.10153525222592918,0.04317688093938023,0.15989362351247816
Waterbirds,minority_high_40,0.05,noise_score_cpba_tc_no_fallback,10,0.1322130813491652,0.09105611961804393,0.17337004308028647,10,0.1290106443970132,0.06703155365483676,0.19098973513918965
Waterbirds,minority_high_40,0.1,noise_score_cpba_tc_no_fallback,10,0.14498566701894705,0.10455093047185551,0.1854204035660386,10,0.17320872274143298,0.09805160596187179,0.24836583952099417
Waterbirds,minority_high_40,0.005,noise_score_cpba_tc_v8_fallback,10,0.03579563586629913,-0.002818893767732228,0.07441016550033049,10,0.027347811371061858,-0.014241763161131012,0.06893738590325472
Waterbirds,minority_high_40,0.01,noise_score_cpba_tc_v8_fallback,10,0.061185803786669955,0.018195370793390765,0.10417623677994914,10,0.05356224658253378,0.03114133438319608,0.07598315878187148
Waterbirds,minority_high_40,0.02,noise_score_cpba_tc_v8_fallback,10,0.10062402000400628,0.05610522206968245,0.14514281793833012,10,0.10153525222592918,0.04317688093938023,0.15989362351247816
Waterbirds,minority_high_40,0.05,noise_score_cpba_tc_v8_fallback,10,0.07685641461342393,0.005086535682477675,0.14862629354437018,10,0.07365397766127194,-0.011791591719740827,0.15909954704228468
Waterbirds,minority_high_40,0.1,noise_score_cpba_tc_v8_fallback,10,0.15547658025433264,0.1173059580619236,0.1936472024467417,10,0.18369963597681854,0.10170100507711502,0.2656982668765221
Waterbirds,minority_high_40,0.005,oracle_noise_group_balanced,10,0.051567717291446435,0.010193885615537614,0.09294154896735526,10,0.04311989279620916,0.0012260074814107735,0.08501377811100755
Waterbirds,minority_high_40,0.01,oracle_noise_group_balanced,10,0.09228464264251815,0.04621029024676551,0.1383589950382708,10,0.08466108543838197,0.05827140143671247,0.11105076944005146
Waterbirds,minority_high_40,0.02,oracle_noise_group_balanced,10,0.14881385084029256,0.11325108937970152,0.1843766123008836,10,0.14972508306221544,0.09486436886782934,0.20458579725660153
Waterbirds,minority_high_40,0.05,oracle_noise_group_balanced,10,0.22638933211762025,0.18243254707232237,0.2703461171629181,10,0.22318689516546825,0.16406554874552953,0.28230824158540696
Waterbirds,minority_high_40,0.1,oracle_noise_group_balanced,10,0.18735326826505305,0.14688907029865866,0.22781746623144744,10,0.21557632398753895,0.12929752887222812,0.3018551191028498
CelebA,uniform20,0.005,random,10,0.00094637223974762,-0.0009114629072587751,0.002804207386754015,10,-0.02013150549778658,-0.03155371053922021,-0.008709300456352953
CelebA,uniform20,0.01,random,10,-0.0015772870662460604,-0.006364356963971397,0.003209782831479276,10,-0.0391550155132349,-0.04777584289245512,-0.030534188134014678
CelebA,uniform20,0.02,random,10,-0.0016970440472017796,-0.00876346986396842,0.005369381769564862,10,-0.04282464202723574,-0.057079418486216435,-0.028569865568255044
CelebA,uniform20,0.05,random,10,-0.0038023652815100104,-0.013766712875608982,0.0061619823125889615,10,-0.06739202399034147,-0.07653549633011587,-0.05824855165056707
CelebA,uniform20,0.1,random,10,-0.00996774026041459,-0.021608695851311945,0.0016732153304827649,10,-0.06201821344653442,-0.08101241101678845,-0.043024015876280394
CelebA,uniform20,0.005,loss,10,0.0210778777375342,0.008986460214301053,0.03316929526076735,10,0.0,0.0,0.0
CelebA,uniform20,0.01,loss,10,0.03757772844698884,0.026028745353747468,0.04912671154023021,10,0.0,0.0,0.0
CelebA,uniform20,0.02,loss,10,0.04112759798003396,0.025223914111891683,0.057031281848176234,10,0.0,0.0,0.0
CelebA,uniform20,0.05,loss,10,0.06358965870883146,0.05108268016593637,0.07609663725172655,10,0.0,0.0,0.0
CelebA,uniform20,0.1,loss,10,0.05205047318611983,0.03433743607833217,0.06976351029390748,10,0.0,0.0,0.0
CelebA,uniform20,0.005,entropy,10,-0.0022082018927444603,-0.008415688813537816,0.0039992850280488965,10,-0.02328607963027866,-0.036020016249559125,-0.010552143010998197
CelebA,uniform20,0.01,entropy,10,0.0034700315457412796,-0.005331210833396609,0.012271273924879169,10,-0.03410769690124756,-0.04351634080280499,-0.024699052999690135
CelebA,uniform20,0.02,entropy,10,0.006309148264984149,-0.0035560650556329043,0.0161743615856012,10,-0.03481844971504981,-0.045792627240507366,-0.023844272189592258
CelebA,uniform20,0.05,entropy,10,0.013184951513027171,-0.00365098762418529,0.030020890650239634,10,-0.050404707195804296,-0.06316949368561443,-0.03763992070599416
CelebA,uniform20,0.1,entropy,10,0.0022951798626527006,-0.015814075538611787,0.02040443526391719,10,-0.04975529332346713,-0.06884657761243777,-0.030664009034496478
CelebA,uniform20,0.005,stratified_random,10,-0.00232795887370021,-0.009127014095851455,0.004471096348451034,10,-0.02340583661123441,-0.036943302346110235,-0.009868370876358586
CelebA,uniform20,0.01,stratified_random,10,0.0021913255702249597,-0.0004336232724701083,0.004816274412920028,10,-0.03538640287676388,-0.04664851276822894,-0.024124292985298824
CelebA,uniform20,0.02,stratified_random,10,0.0050236268515272495,0.0023646542602374023,0.007682599442817097,10,-0.03610397112850671,-0.05039479390084418,-0.021813148356169244
CelebA,uniform20,0.05,stratified_random,10,0.009779179810725468,0.0036266274828531397,0.015931732138597797,10,-0.053810478898105994,-0.0637564239879328,-0.04386453380827919
CelebA,uniform20,0.1,stratified_random,10,0.018567849307421638,0.013964603703306393,0.023171094911536884,10,-0.033482623878698194,-0.049784888409417534,-0.017180359347978853
CelebA,uniform20,0.005,forgetting,10,0.005993690851734979,-0.0026780191872915887,0.014665400890761546,10,-0.015084186885799216,-0.031039724587574334,0.0008713508159759031
CelebA,uniform20,0.01,forgetting,10,0.01671924290220815,0.008971058481460424,0.024467427322955877,10,-0.020858485544780692,-0.0334800062924869,-0.008236964797074484
CelebA,uniform20,0.02,forgetting,10,0.03123028391167188,0.02382564055344407,0.03863492726989969,10,-0.00989731406836208,-0.022272947292535858,0.0024783191558116983
CelebA,uniform20,0.05,forgetting,10,0.06542528332749147,0.04865707321894103,0.0821934934360419,10,0.0018356246186600014,-0.008523119788848874,0.012194369026168876
CelebA,uniform20,0.1,forgetting,10,0.073186119873817,0.0657547792857913,0.08061746046184269,10,0.021135646687697168,0.010232413927741827,0.032038879447652505
CelebA,uniform20,0.005,margin,10,0.0210778777375342,0.008986460214301053,0.03316929526076735,10,0.0,0.0,0.0
CelebA,uniform20,0.01,margin,10,0.03757772844698884,0.026028745353747468,0.04912671154023021,10,0.0,0.0,0.0
CelebA,uniform20,0.02,margin,10,0.04112759798003396,0.025223914111891683,0.057031281848176234,10,0.0,0.0,0.0
CelebA,uniform20,0.05,margin,10,0.06358965870883146,0.05108268016593637,0.07609663725172655,10,0.0,0.0,0.0
CelebA,uniform20,0.1,margin,10,0.05205047318611983,0.03433743607833217,0.06976351029390748,10,0.0,0.0,0.0
CelebA,uniform20,0.005,aum,10,0.01514195583596209,0.004461555762225051,0.025822355909699127,10,-0.00593592190157211,-0.011573075292896995,-0.0002987685102472243
CelebA,uniform20,0.01,aum,10,0.024643974503771128,0.015762127695480223,0.03352582131206203,10,-0.01293375394321771,-0.022355984543942088,-0.003511523342493333
CelebA,uniform20,0.02,aum,10,0.03405998883566355,0.01570976235120856,0.05241021532011854,10,-0.007067609144370411,-0.017021410114787063,0.0028861918260462407
CelebA,uniform20,0.05,aum,10,0.047318611987381645,0.028081887216402424,0.06655533675836087,10,-0.01627104672144983,-0.02887774436781472,-0.0036643490750849442
CelebA,uniform20,0.1,aum,10,0.041640378548895865,0.017224062483388997,0.06605669461440274,10,-0.01041009463722397,-0.02503676910764491,0.004216579833196971
CelebA,uniform20,0.005,confident_learning,10,0.0210778777375342,0.008986460214301053,0.03316929526076735,10,0.0,0.0,0.0
CelebA,uniform20,0.01,confident_learning,10,0.03757772844698884,0.026028745353747468,0.04912671154023021,10,0.0,0.0,0.0
CelebA,uniform20,0.02,confident_learning,10,0.04112759798003396,0.025223914111891683,0.057031281848176234,10,0.0,0.0,0.0
CelebA,uniform20,0.05,confident_learning,10,0.06358965870883146,0.05108268016593637,0.07609663725172655,10,0.0,0.0,0.0
CelebA,uniform20,0.1,confident_learning,10,0.05205047318611983,0.03433743607833217,0.06976351029390748,10,0.0,0.0,0.0
CelebA,uniform20,0.005,nn_agreement,10,-0.00473186119873816,-0.015952233434338686,0.006488511036862368,10,-0.025809738936272357,-0.03471228723113678,-0.016907190641407936
CelebA,uniform20,0.01,nn_agreement,10,0.0006309148264984496,-0.007456713305682299,0.008718542958679198,10,-0.03694681362049039,-0.04735508687433006,-0.026538540366650723
CelebA,uniform20,0.02,nn_agreement,10,-0.00788643533123027,-0.02118385171380078,0.0054109810513402416,10,-0.049014033311264235,-0.05940020611751656,-0.03862786050501191
CelebA,uniform20,0.05,nn_agreement,10,-0.008517350157728708,-0.026913594038192122,0.009878893722734705,10,-0.07210700886656018,-0.08502402753074367,-0.0591899902023767
CelebA,uniform20,0.1,nn_agreement,10,-0.0290220820189274,-0.04741063484011391,-0.010633529197740889,10,-0.08107255520504722,-0.10007400023070974,-0.0620711101793847
CelebA,uniform20,0.005,nn_label_spreading,10,-0.007255520504731811,-0.016409707643926266,0.001898666634462645,10,-0.028333398242266012,-0.035627568494095326,-0.021039227990436695
CelebA,uniform20,0.01,nn_label_spreading,10,-0.00315457413249208,-0.01878907894911134,0.012479930684127179,10,-0.04073230257948092,-0.05327895771596521,-0.028185647442996627
CelebA,uniform20,0.02,nn_label_spreading,10,-0.01671924290220814,-0.025811409089190433,-0.007627076715225849,10,-0.0578468408822421,-0.07048173310530742,-0.045211948659176784
CelebA,uniform20,0.05,nn_label_spreading,10,-0.03312302839116713,-0.044592772684039717,-0.021653284098294548,10,-0.09671268709999861,-0.10869861748395107,-0.08472675671604615
CelebA,uniform20,0.1,nn_label_spreading,10,-0.04668769716088324,-0.06476592475046386,-0.02860946957130262,10,-0.09873817034700307,-0.11872644751450082,-0.07874989317950531
CelebA,uniform20,0.005,coreset,10,0.0,0.0,0.0,10,-0.0210778777375342,-0.03316929526076735,-0.008986460214301053
CelebA,uniform20,0.01,coreset,10,0.0,0.0,0.0,10,-0.03757772844698884,-0.04912671154023021,-0.026028745353747468
CelebA,uniform20,0.02,coreset,10,0.0,0.0,0.0,10,-0.04112759798003396,-0.057031281848176234,-0.025223914111891683
CelebA,uniform20,0.05,coreset,10,0.0,0.0,0.0,10,-0.06358965870883146,-0.07609663725172655,-0.05108268016593637
CelebA,uniform20,0.1,coreset,10,0.0,0.0,0.0,10,-0.05205047318611983,-0.06976351029390748,-0.03433743607833217
CelebA,uniform20,0.005,uncertainty_diversity,10,-0.00536277602523655,-0.012963502924852058,0.002237950874378958,10,-0.02644065376277075,-0.03480600164282588,-0.01807530588271562
CelebA,uniform20,0.01,uncertainty_diversity,10,-5.004677228193089e-17,-0.006728019642329565,0.006728019642329465,10,-0.03757772844698889,-0.05081075183698825,-0.024344705056989525
CelebA,uniform20,0.02,uncertainty_diversity,10,0.007570977917981029,-0.0014681358768092335,0.016610091712771294,10,-0.03355662006205293,-0.044235500243782755,-0.0228777398803231
CelebA,uniform20,0.05,uncertainty_diversity,10,0.013184951513027171,-0.00365098762418529,0.030020890650239634,10,-0.050404707195804296,-0.06316949368561443,-0.03763992070599416
CelebA,uniform20,0.1,uncertainty_diversity,10,0.0022951798626527006,-0.015814075538611787,0.02040443526391719,10,-0.04975529332346713,-0.06884657761243777,-0.030664009034496478
CelebA,uniform20,0.005,badge_lite,10,0.01438446859056736,0.00954252717298588,0.019226410008148842,10,-0.0066934091469668415,-0.017336868132849795,0.003950049838916112
CelebA,uniform20,0.01,badge_lite,10,0.03104918798925102,0.02089483816092861,0.04120353781757343,10,-0.006528540457737819,-0.013376243719724066,0.00031916280424842784
CelebA,uniform20,0.02,badge_lite,10,0.03903168854097695,0.02399190795930959,0.054071469122644315,10,-0.00209590943905701,-0.006122527851220843,0.0019307089731068236
CelebA,uniform20,0.05,badge_lite,10,0.06358965870883146,0.05108268016593637,0.07609663725172655,10,0.0,0.0,0.0
CelebA,uniform20,0.1,badge_lite,10,0.05205047318611983,0.03433743607833217,0.06976351029390748,10,0.0,0.0,0.0
CelebA,uniform20,0.005,tracin_val_uncertainty,10,0.0022082018927444503,-0.003719523239947905,0.008135927025436807,10,-0.018869675844789748,-0.03177617722530623,-0.005963174464273267
CelebA,uniform20,0.01,tracin_val_uncertainty,10,0.0017798029364801099,-0.008795743049203802,0.01235534892216402,10,-0.035797925510508734,-0.04854443050851685,-0.023051420512500618
CelebA,uniform20,0.02,tracin_val_uncertainty,10,-0.0069400630914826416,-0.024924148949751996,0.011044022766786715,10,-0.048067661071516596,-0.07095935408547135,-0.02517596805756183
CelebA,uniform20,0.05,tracin_val_uncertainty,10,-0.00378548895899057,-0.020997914562985494,0.013426936645004352,10,-0.06737514766782204,-0.08495101828040781,-0.04979927705523628
CelebA,uniform20,0.1,tracin_val_uncertainty,10,-0.049211356466876924,-0.07405041772998051,-0.02437229520377333,10,-0.10126182965299675,-0.12546049706814247,-0.07706316223785104
CelebA,uniform20,0.005,tracin_noise_weighted,10,0.00773941659851225,-0.0015740113224245048,0.017052844519449006,10,-0.013338461139021948,-0.027737586074051163,0.0010606637960072687
CelebA,uniform20,0.01,tracin_noise_weighted,10,0.0083839623008918,-0.000606598273553683,0.01737452287533728,10,-0.02919376614609704,-0.03856767990228988,-0.019819852389904198
CelebA,uniform20,0.02,tracin_noise_weighted,10,0.0173501577287066,0.004978557101060287,0.029721758356352913,10,-0.023777440251327362,-0.03851221210295246,-0.009042668399702263
CelebA,uniform20,0.05,tracin_noise_weighted,10,0.01451104100946371,0.000838089407476917,0.028183992611450503,10,-0.04907861769936776,-0.06308794099829326,-0.03506929440044226
CelebA,uniform20,0.1,tracin_noise_weighted,10,-0.00946372239747635,-0.030606196283880394,0.011678751488927693,10,-0.061514195583596186,-0.08365668984195365,-0.03937170132523872
CelebA,uniform20,0.005,noise_score,10,0.02018927444794948,0.01159951398904595,0.02877903490685301,10,-0.0008886032895847211,-0.014060029528906549,0.012282822949737107
CelebA,uniform20,0.01,noise_score,10,0.05173501577287063,0.03612949060084453,0.06734054094489673,10,0.01415728732588179,0.0024154118767771363,0.025899162774986443
CelebA,uniform20,0.02,noise_score,10,0.061829652996845376,0.045205861434216524,0.07845344455947423,10,0.02070205501681141,0.009512567887348371,0.031891542146274446
CelebA,uniform20,0.05,noise_score,10,0.06624605678233435,0.045673273264399704,0.08681884030026898,10,0.002656398073502881,-0.010432350464744979,0.01574514661175074
CelebA,uniform20,0.1,noise_score,10,0.07728706624605672,0.06238446476983696,0.09218966772227648,10,0.025236593059936897,0.007152106779640975,0.04332107934023282
CelebA,uniform20,0.005,noise_score_budget_hybrid_v8,10,0.02018927444794948,0.01159951398904595,0.02877903490685301,10,-0.0008886032895847211,-0.014060029528906549,0.012282822949737107
CelebA,uniform20,0.01,noise_score_budget_hybrid_v8,10,0.05173501577287063,0.03612949060084453,0.06734054094489673,10,0.01415728732588179,0.0024154118767771363,0.025899162774986443
CelebA,uniform20,0.02,noise_score_budget_hybrid_v8,10,0.061829652996845376,0.045205861434216524,0.07845344455947423,10,0.02070205501681141,0.009512567887348371,0.031891542146274446
CelebA,uniform20,0.05,noise_score_budget_hybrid_v8,10,0.05672521452402274,0.04158469633245442,0.07186573271559106,10,-0.00686444418480873,-0.017831547183976733,0.004102658814359271
CelebA,uniform20,0.1,noise_score_budget_hybrid_v8,10,0.06967259934312157,0.05477202482405817,0.08457317386218498,10,0.01762212615700174,0.0025461552697401794,0.0326980970442633
CelebA,uniform20,0.005,noise_score_cpba_only,10,0.02018927444794948,0.01159951398904595,0.02877903490685301,10,-0.0008886032895847211,-0.014060029528906549,0.012282822949737107
CelebA,uniform20,0.01,noise_score_cpba_only,10,0.039116719242902165,0.028051223245343634,0.050182215240460695,10,0.0015389907959133316,-0.009847083250658976,0.01292506484248564
CelebA,uniform20,0.02,noise_score_cpba_only,10,0.06656151419558357,0.051689318466879755,0.08143370992428738,10,0.02543391621554959,0.01317175132780028,0.0376960811032989
CelebA,uniform20,0.05,noise_score_cpba_only,10,0.0764893354623463,0.06293308161201257,0.09004558931268004,10,0.01289967675351483,0.003788361322861325,0.022010992184168333
CelebA,uniform20,0.1,noise_score_cpba_only,10,0.08611987381703468,0.07184560675373296,0.1003941408803364,10,0.03406940063091484,0.02024827304095476,0.04789052822087492
CelebA,uniform20,0.005,noise_score_cpba_tc_no_fallback,10,0.02018927444794948,0.01159951398904595,0.02877903490685301,10,-0.0008886032895847211,-0.014060029528906549,0.012282822949737107
CelebA,uniform20,0.01,noise_score_cpba_tc_no_fallback,10,0.039116719242902165,0.028051223245343634,0.050182215240460695,10,0.0015389907959133316,-0.009847083250658976,0.01292506484248564
CelebA,uniform20,0.02,noise_score_cpba_tc_no_fallback,10,0.06656151419558357,0.051689318466879755,0.08143370992428738,10,0.02543391621554959,0.01317175132780028,0.0376960811032989
CelebA,uniform20,0.05,noise_score_cpba_tc_no_fallback,10,0.0652996845425867,0.0496995990471932,0.0808997700379802,10,0.0017100258337552402,-0.009701098029824535,0.013121149697335016
CelebA,uniform20,0.1,noise_score_cpba_tc_no_fallback,10,0.07570977917981071,0.060816672831331735,0.09060288552828968,10,0.02365930599369087,0.008718784350631791,0.03859982763674995
CelebA,uniform20,0.005,noise_score_cpba_tc_v8_fallback,10,0.02018927444794948,0.01159951398904595,0.02877903490685301,10,-0.0008886032895847211,-0.014060029528906549,0.012282822949737107
CelebA,uniform20,0.01,noise_score_cpba_tc_v8_fallback,10,0.039116719242902165,0.028051223245343634,0.050182215240460695,10,0.0015389907959133316,-0.009847083250658976,0.01292506484248564
CelebA,uniform20,0.02,noise_score_cpba_tc_v8_fallback,10,0.06656151419558357,0.051689318466879755,0.08143370992428738,10,0.02543391621554959,0.01317175132780028,0.0376960811032989
CelebA,uniform20,0.05,noise_score_cpba_tc_v8_fallback,10,0.0652996845425867,0.0496995990471932,0.0808997700379802,10,0.0017100258337552402,-0.009701098029824535,0.013121149697335016
CelebA,uniform20,0.1,noise_score_cpba_tc_v8_fallback,10,0.07570977917981071,0.060816672831331735,0.09060288552828968,10,0.02365930599369087,0.008718784350631791,0.03859982763674995
CelebA,uniform20,0.005,oracle_noise_group_balanced,10,0.03099661175370953,0.020405022464814373,0.04158820104260469,10,0.00991873401617533,0.0024456102987903466,0.017391857733560313
CelebA,uniform20,0.01,oracle_noise_group_balanced,10,0.05750379717256685,0.04595228192314259,0.06905531242199112,10,0.019926068725578013,0.015357174113382041,0.024494963337773984
CelebA,uniform20,0.02,oracle_noise_group_balanced,10,0.08458153211044901,0.07005054239393335,0.09911252182696467,10,0.04345393413041505,0.03586830426517166,0.05103956399565845
CelebA,uniform20,0.05,oracle_noise_group_balanced,10,0.11377400007789067,0.09735178166359897,0.13019621849218238,10,0.05018434136905918,0.042190277753751775,0.058178404984366584
CelebA,uniform20,0.1,oracle_noise_group_balanced,10,0.11452856642131089,0.09898605072322225,0.13007108211939952,10,0.062478093235191046,0.05445550144730112,0.07050068502308096
CelebA,minority_high_40,0.005,random,10,0.0025236593059936897,-0.0018365957655795233,0.006883914377566903,10,-0.01671924290220814,-0.03026121057518873,-0.0031772752292275504
CelebA,minority_high_40,0.01,random,10,0.004416403785488911,-0.0012327293388796606,0.010065536909857483,10,-0.01766561514195583,-0.038517049504949497,0.003185819221037837
CelebA,minority_high_40,0.02,random,10,-0.0025236593059937305,-0.018893637619382803,0.01384631900739534,10,-0.02271293375394322,-0.041884838621678376,-0.003541028886208067
CelebA,minority_high_40,0.05,random,10,0.002523659305993659,-0.01220901392851505,0.017256332540502368,10,-0.021451104100946382,-0.04303850844529631,0.00013630024340354624
CelebA,minority_high_40,0.1,random,10,0.014195583596214442,-8.660921287470709e-05,0.028477776405303593,10,-0.02870662460567825,-0.04972697584661359,-0.00768627336474291
CelebA,minority_high_40,0.005,loss,10,0.01924290220820183,0.007471270943523348,0.03101453347288031,10,0.0,0.0,0.0
CelebA,minority_high_40,0.01,loss,10,0.02208201892744474,0.0026987823310233063,0.04146525552386618,10,0.0,0.0,0.0
CelebA,minority_high_40,0.02,loss,10,0.020189274447949494,0.00025343586161244436,0.04012511303428654,10,0.0,0.0,0.0
CelebA,minority_high_40,0.05,loss,10,0.02397476340694004,0.004181345836898241,0.04376818097698184,10,0.0,0.0,0.0
CelebA,minority_high_40,0.1,loss,10,0.042902208201892694,0.02351313416019617,0.06229128224358922,10,0.0,0.0,0.0
CelebA,minority_high_40,0.005,entropy,10,0.014826498422712853,0.009293750423933584,0.020359246421492123,10,-0.0044164037854889805,-0.01853723321562009,0.00970442564464213
CelebA,minority_high_40,0.01,entropy,10,0.022082018927444706,0.016554386739282088,0.027609651115607325,10,-3.053113317719181e-17,-0.01929546299858556,0.0192954629985855
CelebA,minority_high_40,0.02,entropy,10,0.037539432176656104,0.02493224714708013,0.05014661720623208,10,0.01735015772870661,-0.0006166153049623965,0.03531693076237562
CelebA,minority_high_40,0.05,entropy,10,0.060567823343848526,0.046422972071407734,0.07471267461628932,10,0.03659305993690849,0.02184503216646118,0.051341087707355806
CelebA,minority_high_40,0.1,entropy,10,0.07185646038607829,0.05337066894171176,0.09034225183044482,10,0.028954252184185604,0.0072365808989609155,0.050671923469410296
CelebA,minority_high_40,0.005,stratified_random,10,0.0009463722397475999,-0.0014442059013787052,0.003336950380873905,10,-0.018296529968454232,-0.03157478426478377,-0.005018275672124694
CelebA,minority_high_40,0.01,stratified_random,10,0.0022082018927444295,-0.0006163646694398342,0.005032768454928694,10,-0.019873817034700307,-0.03960567752111942,-0.00014195654828119686
CelebA,minority_high_40,0.02,stratified_random,10,0.00347003154574127,3.1164381927996365e-05,0.006908898709554544,10,-0.016719242902208224,-0.037701874948772966,0.004263389144356519
CelebA,minority_high_40,0.05,stratified_random,10,0.0107255520504731,0.007871095062644575,0.013580009038301626,10,-0.013249211356466941,-0.032916445320301475,0.006418022607367594
CelebA,minority_high_40,0.1,stratified_random,10,0.025236593059936842,0.0183424244572008,0.03213076166267288,10,-0.017665615141955852,-0.040312173231979095,0.004980942948067391
