dataset,noise,budget,budget_fraction,method,method_label,n_seeds,dWGA_mean,dWGA_sem,dWGA_min,dWGA_max,dWGA_neg_pct,noise_precision,minority_query_rate,wga_mean
CelebA,minority_high_40,5.0%,0.05,noise_score_cpba_tc,CPBA-TC,10,0.1233,0.0052,0.1041,0.1451,0.0,0.6712,0.0874,0.7921
CelebA,minority_high_40,5.0%,0.05,CPBA-only,CPBA-only,10,0.1249,0.0051,0.1041,0.1451,0.0,0.6504,0.0881,0.7937
CelebA,minority_high_40,5.0%,0.05,noise_score_tc_only,TC-only,10,0.1122,0.0032,0.0978,0.1262,0.0,0.1709,0.0929,0.781
CelebA,minority_high_40,5.0%,0.05,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1233,0.0052,0.1041,0.1451,0.0,0.6712,0.0874,0.7921
CelebA,minority_high_40,5.0%,0.05,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1233,0.0052,0.1041,0.1451,0.0,0.6712,0.0874,0.7921
CelebA,minority_high_40,5.0%,0.05,oracle_noise_group_balanced,Oracle-GB,10,0.1562,0.0045,0.1388,0.1798,0.0,1.0,0.1059,0.8249
CelebA,minority_high_40,10.0%,0.1,random,Random,10,0.0132,0.0059,-0.0284,0.0315,20.0,0.1026,0.0128,0.682
CelebA,minority_high_40,10.0%,0.1,loss,Loss,10,0.0101,0.009,-0.0442,0.0442,30.0,0.9507,0.0277,0.6789
CelebA,minority_high_40,10.0%,0.1,entropy,Entropy,10,0.0771,0.0029,0.0604,0.0883,0.0,0.1441,0.0915,0.7459
CelebA,minority_high_40,10.0%,0.1,noise_score,NoiseScore,10,0.1235,0.0043,0.1041,0.1483,0.0,0.0933,0.049,0.7922
CelebA,minority_high_40,10.0%,0.1,noise_score_budget_hybrid,BHC,10,0.1174,0.0035,0.0978,0.1325,0.0,0.0916,0.0485,0.7862
CelebA,minority_high_40,10.0%,0.1,NGC,NGC,10,0.1235,0.0043,0.1041,0.1483,0.0,0.0933,0.049,0.7922
CelebA,minority_high_40,10.0%,0.1,noise_score_cpba_tc,CPBA-TC,10,0.1284,0.0065,0.0978,0.1546,0.0,0.507,0.0479,0.7972
CelebA,minority_high_40,10.0%,0.1,CPBA-only,CPBA-only,10,0.1325,0.0056,0.1073,0.1546,0.0,0.4851,0.0479,0.8013
CelebA,minority_high_40,10.0%,0.1,noise_score_tc_only,TC-only,10,0.1174,0.0035,0.0978,0.1325,0.0,0.0916,0.0485,0.7862
CelebA,minority_high_40,10.0%,0.1,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1284,0.0065,0.0978,0.1546,0.0,0.507,0.0479,0.7972
CelebA,minority_high_40,10.0%,0.1,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1284,0.0065,0.0978,0.1546,0.0,0.507,0.0479,0.7972
CelebA,minority_high_40,10.0%,0.1,oracle_noise_group_balanced,Oracle-GB,10,0.1256,0.0066,0.0915,0.1577,0.0,1.0,0.0529,0.7943
CivilComments,uniform20,0.5%,0.005,random,Random,10,-0.0003,0.0002,-0.0012,0.0012,80.0,0.1941,0.0113,0.0932
CivilComments,uniform20,0.5%,0.005,loss,Loss,10,0.0353,0.0008,0.0319,0.041,0.0,0.9874,0.0001,0.1288
CivilComments,uniform20,0.5%,0.005,entropy,Entropy,10,0.0037,0.0006,0.0,0.0063,0.0,0.1983,0.0807,0.0972
CivilComments,uniform20,0.5%,0.005,forgetting,Forgetting,10,0.0231,0.0012,0.0167,0.0293,0.0,0.4529,0.0608,0.0966
CivilComments,uniform20,0.5%,0.005,margin,Margin,10,0.027,0.0005,0.0249,0.0302,0.0,0.9832,0.0001,0.1005
CivilComments,uniform20,0.5%,0.005,aum,AUM,10,0.0221,0.0004,0.0197,0.0243,0.0,0.9711,0.0001,0.0957
CivilComments,uniform20,0.5%,0.005,confident_learning,Cleanlab,10,0.027,0.0005,0.0249,0.0302,0.0,0.9832,0.0001,0.1005
CivilComments,uniform20,0.5%,0.005,uncertainty_diversity,Unc+Div-Lite,10,0.0033,0.0002,0.0024,0.0049,0.0,0.1952,0.063,0.0769
CivilComments,uniform20,0.5%,0.005,badge_lite,BADGE-Lite,10,0.0252,0.0003,0.0234,0.027,0.0,0.98,0.0006,0.0987
CivilComments,uniform20,0.5%,0.005,tracin_val_uncertainty,TracIn-CP (val),10,0.0056,0.0003,0.0043,0.0068,0.0,0.8316,0.0071,0.0791
CivilComments,uniform20,0.5%,0.005,tracin_noise_weighted,TracIn-CP (noise),10,0.0161,0.0004,0.014,0.0179,0.0,0.837,0.0016,0.0897
CivilComments,uniform20,0.5%,0.005,noise_score,NoiseScore,10,0.0379,0.0014,0.033,0.0465,0.0,0.4349,0.0523,0.1314
CivilComments,uniform20,0.5%,0.005,noise_score_budget_hybrid,BHC,10,0.0379,0.0014,0.033,0.0465,0.0,0.4349,0.0523,0.1314
CivilComments,uniform20,0.5%,0.005,NGC,NGC,10,0.0379,0.0014,0.033,0.0465,0.0,0.4349,0.0523,0.1314
CivilComments,uniform20,0.5%,0.005,noise_score_cpba_tc,CPBA-TC,10,0.0353,0.0008,0.0319,0.041,0.0,0.9874,0.0001,0.1288
CivilComments,uniform20,0.5%,0.005,CPBA-only,CPBA-only,10,0.0353,0.0008,0.0319,0.041,0.0,0.9874,0.0001,0.1288
CivilComments,uniform20,0.5%,0.005,noise_score_tc_only,TC-only,10,0.0379,0.0014,0.033,0.0465,0.0,0.4349,0.0523,0.1314
CivilComments,uniform20,0.5%,0.005,CPBA-TC-noFB,CPBA-TC-noFB,10,0.0353,0.0008,0.0319,0.041,0.0,0.9874,0.0001,0.1288
CivilComments,uniform20,0.5%,0.005,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.0353,0.0008,0.0319,0.041,0.0,0.9874,0.0001,0.1288
CivilComments,uniform20,0.5%,0.005,oracle_noise_group_balanced,Oracle-GB,10,0.0491,0.0013,0.044,0.0581,0.0,1.0,0.2506,0.1426
CivilComments,uniform20,1.0%,0.01,random,Random,10,-0.0,0.0001,-0.0004,0.0007,70.0,0.1986,0.0107,0.0935
CivilComments,uniform20,1.0%,0.01,loss,Loss,10,0.0614,0.001,0.0574,0.0674,0.0,0.9837,0.0003,0.155
CivilComments,uniform20,1.0%,0.01,entropy,Entropy,10,0.0076,0.0009,0.002,0.0107,0.0,0.1966,0.0783,0.1011
CivilComments,uniform20,1.0%,0.01,forgetting,Forgetting,10,0.0477,0.002,0.0361,0.057,0.0,0.6346,0.0338,0.1212
CivilComments,uniform20,1.0%,0.01,margin,Margin,10,0.0489,0.0008,0.0454,0.0528,0.0,0.9773,0.0004,0.1225
CivilComments,uniform20,1.0%,0.01,aum,AUM,10,0.0402,0.0007,0.037,0.0438,0.0,0.959,0.0008,0.1137
CivilComments,uniform20,1.0%,0.01,confident_learning,Cleanlab,10,0.0489,0.0008,0.0454,0.0528,0.0,0.9773,0.0004,0.1225
CivilComments,uniform20,1.0%,0.01,uncertainty_diversity,Unc+Div-Lite,10,0.0062,0.0004,0.0043,0.0089,0.0,0.1988,0.0722,0.0798
CivilComments,uniform20,1.0%,0.01,badge_lite,BADGE-Lite,10,0.0487,0.0007,0.0454,0.0528,0.0,0.9777,0.0004,0.1222
CivilComments,uniform20,1.0%,0.01,tracin_val_uncertainty,TracIn-CP (val),10,0.0081,0.0004,0.0063,0.01,0.0,0.8039,0.0107,0.0816
CivilComments,uniform20,1.0%,0.01,tracin_noise_weighted,TracIn-CP (noise),10,0.0298,0.0007,0.0275,0.035,0.0,0.8384,0.0014,0.1033
CivilComments,uniform20,1.0%,0.01,noise_score,NoiseScore,10,0.0549,0.0009,0.0505,0.0598,0.0,0.3541,0.0439,0.1484
CivilComments,uniform20,1.0%,0.01,noise_score_budget_hybrid,BHC,10,0.0549,0.0009,0.0505,0.0598,0.0,0.3541,0.0439,0.1484
CivilComments,uniform20,1.0%,0.01,NGC,NGC,10,0.0549,0.0009,0.0505,0.0598,0.0,0.3541,0.0439,0.1484
CivilComments,uniform20,1.0%,0.01,noise_score_cpba_tc,CPBA-TC,10,0.0614,0.001,0.0574,0.0674,0.0,0.9837,0.0003,0.155
CivilComments,uniform20,1.0%,0.01,CPBA-only,CPBA-only,10,0.0614,0.001,0.0574,0.0674,0.0,0.9837,0.0003,0.155
CivilComments,uniform20,1.0%,0.01,noise_score_tc_only,TC-only,10,0.0549,0.0009,0.0505,0.0598,0.0,0.3541,0.0439,0.1484
CivilComments,uniform20,1.0%,0.01,CPBA-TC-noFB,CPBA-TC-noFB,10,0.0614,0.001,0.0574,0.0674,0.0,0.9837,0.0003,0.155
CivilComments,uniform20,1.0%,0.01,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.0614,0.001,0.0574,0.0674,0.0,0.9837,0.0003,0.155
CivilComments,uniform20,1.0%,0.01,oracle_noise_group_balanced,Oracle-GB,10,0.0776,0.0014,0.0704,0.0875,0.0,1.0,0.2314,0.1711
CivilComments,uniform20,2.0%,0.02,random,Random,10,0.0006,0.0006,-0.0026,0.0033,50.0,0.1993,0.0117,0.0942
CivilComments,uniform20,2.0%,0.02,loss,Loss,10,0.1022,0.0011,0.0977,0.107,0.0,0.9774,0.0003,0.1957
CivilComments,uniform20,2.0%,0.02,entropy,Entropy,10,0.0135,0.001,0.0086,0.0186,0.0,0.1986,0.076,0.107
CivilComments,uniform20,2.0%,0.02,forgetting,Forgetting,10,0.0878,0.002,0.077,0.0989,0.0,0.8018,0.0172,0.1613
CivilComments,uniform20,2.0%,0.02,margin,Margin,10,0.0815,0.0012,0.0754,0.0884,0.0,0.9682,0.0007,0.155
CivilComments,uniform20,2.0%,0.02,aum,AUM,10,0.0676,0.0013,0.0614,0.0747,0.0,0.9441,0.0012,0.1411
CivilComments,uniform20,2.0%,0.02,confident_learning,Cleanlab,10,0.0815,0.0012,0.0754,0.0884,0.0,0.9682,0.0007,0.155
CivilComments,uniform20,2.0%,0.02,uncertainty_diversity,Unc+Div-Lite,10,0.0109,0.0006,0.0069,0.0135,0.0,0.1979,0.0779,0.0845
CivilComments,uniform20,2.0%,0.02,badge_lite,BADGE-Lite,10,0.0815,0.0012,0.0754,0.0884,0.0,0.9682,0.0007,0.155
CivilComments,uniform20,2.0%,0.02,tracin_val_uncertainty,TracIn-CP (val),10,0.0126,0.0007,0.01,0.0154,0.0,0.7805,0.0141,0.0861
CivilComments,uniform20,2.0%,0.02,tracin_noise_weighted,TracIn-CP (noise),10,0.0499,0.001,0.0457,0.0567,0.0,0.8308,0.0017,0.1234
CivilComments,uniform20,2.0%,0.02,noise_score,NoiseScore,10,0.0761,0.0011,0.0716,0.0817,0.0,0.2758,0.0351,0.1696
CivilComments,uniform20,2.0%,0.02,noise_score_budget_hybrid,BHC,10,0.0761,0.0011,0.0716,0.0817,0.0,0.2758,0.0351,0.1696
CivilComments,uniform20,2.0%,0.02,NGC,NGC,10,0.0761,0.0011,0.0716,0.0817,0.0,0.2758,0.0351,0.1696
CivilComments,uniform20,2.0%,0.02,noise_score_cpba_tc,CPBA-TC,10,0.1082,0.002,0.098,0.1171,0.0,0.8891,0.007,0.2018
CivilComments,uniform20,2.0%,0.02,CPBA-only,CPBA-only,10,0.1082,0.002,0.098,0.1171,0.0,0.8891,0.007,0.2018
CivilComments,uniform20,2.0%,0.02,noise_score_tc_only,TC-only,10,0.0761,0.0011,0.0716,0.0817,0.0,0.2758,0.0351,0.1696
CivilComments,uniform20,2.0%,0.02,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1082,0.002,0.098,0.1171,0.0,0.8891,0.007,0.2018
CivilComments,uniform20,2.0%,0.02,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1082,0.002,0.098,0.1171,0.0,0.8891,0.007,0.2018
CivilComments,uniform20,2.0%,0.02,oracle_noise_group_balanced,Oracle-GB,10,0.0789,0.0027,0.0675,0.0994,0.0,1.0,0.1157,0.1724
CivilComments,uniform20,5.0%,0.05,random,Random,10,0.0019,0.0009,-0.003,0.0059,20.0,0.1994,0.0115,0.0954
CivilComments,uniform20,5.0%,0.05,loss,Loss,10,0.1689,0.0015,0.1626,0.1802,0.0,0.9615,0.0008,0.2624
CivilComments,uniform20,5.0%,0.05,entropy,Entropy,10,0.02,0.0014,0.0148,0.0284,0.0,0.2,0.0726,0.1136
CivilComments,uniform20,5.0%,0.05,forgetting,Forgetting,10,0.1447,0.0019,0.1342,0.1549,0.0,0.8854,0.0078,0.2183
CivilComments,uniform20,5.0%,0.05,margin,Margin,10,0.1302,0.0014,0.1222,0.1385,0.0,0.9472,0.0013,0.2038
CivilComments,uniform20,5.0%,0.05,aum,AUM,10,0.1123,0.0016,0.1037,0.1206,0.0,0.9189,0.0022,0.1859
CivilComments,uniform20,5.0%,0.05,confident_learning,Cleanlab,10,0.1302,0.0014,0.1222,0.1385,0.0,0.9472,0.0013,0.2038
CivilComments,uniform20,5.0%,0.05,uncertainty_diversity,Unc+Div-Lite,10,0.0141,0.0011,0.008,0.0195,0.0,0.1998,0.0712,0.0877
CivilComments,uniform20,5.0%,0.05,badge_lite,BADGE-Lite,10,0.1302,0.0014,0.1222,0.1385,0.0,0.9472,0.0013,0.2038
CivilComments,uniform20,5.0%,0.05,tracin_val_uncertainty,TracIn-CP (val),10,0.0164,0.0007,0.0126,0.0188,0.0,0.7412,0.0218,0.09
CivilComments,uniform20,5.0%,0.05,tracin_noise_weighted,TracIn-CP (noise),10,0.082,0.0014,0.0752,0.0882,0.0,0.7985,0.0039,0.1555
CivilComments,uniform20,5.0%,0.05,noise_score,NoiseScore,10,0.112,0.001,0.1068,0.1172,0.0,0.1902,0.0243,0.2055
CivilComments,uniform20,5.0%,0.05,noise_score_budget_hybrid,BHC,10,0.101,0.0013,0.0953,0.1061,0.0,0.1715,0.0182,0.1946
CivilComments,uniform20,5.0%,0.05,NGC,NGC,10,0.101,0.0013,0.0953,0.1061,0.0,0.1715,0.0182,0.1946
CivilComments,uniform20,5.0%,0.05,noise_score_cpba_tc,CPBA-TC,10,0.1802,0.0018,0.1721,0.1924,0.0,0.8824,0.0082,0.2738
CivilComments,uniform20,5.0%,0.05,CPBA-only,CPBA-only,10,0.188,0.0018,0.1783,0.1991,0.0,0.9163,0.0055,0.2815
CivilComments,uniform20,5.0%,0.05,noise_score_tc_only,TC-only,10,0.1021,0.0011,0.0975,0.1064,0.0,0.173,0.019,0.1956
CivilComments,uniform20,5.0%,0.05,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1802,0.0018,0.1721,0.1924,0.0,0.8824,0.0082,0.2738
CivilComments,uniform20,5.0%,0.05,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1802,0.0018,0.1721,0.1924,0.0,0.8824,0.0082,0.2738
CivilComments,uniform20,5.0%,0.05,oracle_noise_group_balanced,Oracle-GB,10,0.1806,0.0031,0.1651,0.1976,0.0,1.0,0.0463,0.2742
CivilComments,uniform20,10.0%,0.1,random,Random,10,0.0049,0.0012,0.0004,0.0111,0.0,0.1999,0.0115,0.0985
CivilComments,uniform20,10.0%,0.1,loss,Loss,10,0.1898,0.0022,0.1797,0.2042,0.0,0.9253,0.0026,0.2833
CivilComments,uniform20,10.0%,0.1,entropy,Entropy,10,0.0039,0.002,-0.0022,0.0169,50.0,0.2014,0.0608,0.0975
CivilComments,uniform20,10.0%,0.1,noise_score,NoiseScore,10,0.1389,0.001,0.1347,0.1441,0.0,0.1351,0.0167,0.2324
CivilComments,uniform20,10.0%,0.1,noise_score_budget_hybrid,BHC,10,0.1453,0.0011,0.1393,0.1506,0.0,0.1633,0.0135,0.2388
CivilComments,uniform20,10.0%,0.1,NGC,NGC,10,0.1453,0.0011,0.1393,0.1506,0.0,0.1633,0.0135,0.2388
CivilComments,uniform20,10.0%,0.1,noise_score_cpba_tc,CPBA-TC,10,0.2208,0.0022,0.2091,0.2318,0.0,0.8261,0.0083,0.3143
CivilComments,uniform20,10.0%,0.1,CPBA-only,CPBA-only,10,0.2125,0.0024,0.2024,0.2267,0.0,0.9067,0.0047,0.306
CivilComments,uniform20,10.0%,0.1,noise_score_tc_only,TC-only,10,0.1452,0.0011,0.1393,0.1506,0.0,0.1632,0.0136,0.2388
CivilComments,uniform20,10.0%,0.1,CPBA-TC-noFB,CPBA-TC-noFB,10,0.2208,0.0022,0.2091,0.2318,0.0,0.8261,0.0083,0.3143
CivilComments,uniform20,10.0%,0.1,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.2208,0.0022,0.2091,0.2318,0.0,0.8261,0.0083,0.3143
CivilComments,uniform20,10.0%,0.1,oracle_noise_group_balanced,Oracle-GB,10,0.2681,0.0039,0.2509,0.2855,0.0,1.0,0.0231,0.3616
CivilComments,minority_high_40,0.5%,0.005,random,Random,10,0.0004,0.0003,-0.0007,0.002,20.0,0.1012,0.0113,0.0754
CivilComments,minority_high_40,0.5%,0.005,loss,Loss,10,0.0246,0.0011,0.0208,0.0319,0.0,0.9679,0.0007,0.0996
CivilComments,minority_high_40,0.5%,0.005,entropy,Entropy,10,0.0029,0.0006,0.0007,0.0065,0.0,0.1121,0.0467,0.0779
CivilComments,minority_high_40,0.5%,0.005,forgetting,Forgetting,10,0.0088,0.0008,0.0059,0.015,0.0,0.2877,0.0618,0.0602
CivilComments,minority_high_40,0.5%,0.005,margin,Margin,10,0.0136,0.0008,0.0091,0.0176,0.0,0.9455,0.0019,0.065
CivilComments,minority_high_40,0.5%,0.005,aum,AUM,10,0.0115,0.0007,0.0085,0.0163,0.0,0.877,0.0038,0.0628
CivilComments,minority_high_40,0.5%,0.005,confident_learning,Cleanlab,10,0.0136,0.0008,0.0091,0.0176,0.0,0.9455,0.0019,0.065
CivilComments,minority_high_40,0.5%,0.005,uncertainty_diversity,Unc+Div-Lite,10,0.0016,0.0003,0.0,0.0033,0.0,0.1143,0.0413,0.053
CivilComments,minority_high_40,0.5%,0.005,badge_lite,BADGE-Lite,10,0.0129,0.0007,0.0091,0.0163,0.0,0.9394,0.0022,0.0643
CivilComments,minority_high_40,0.5%,0.005,tracin_val_uncertainty,TracIn-CP (val),10,0.0044,0.0005,0.0026,0.0072,0.0,0.6778,0.0064,0.0558
CivilComments,minority_high_40,0.5%,0.005,tracin_noise_weighted,TracIn-CP (noise),10,0.0013,0.0005,0.0,0.0039,0.0,0.0501,0.0022,0.0527
CivilComments,minority_high_40,0.5%,0.005,noise_score,NoiseScore,10,0.0185,0.001,0.013,0.0221,0.0,0.2854,0.0716,0.0936
CivilComments,minority_high_40,0.5%,0.005,noise_score_budget_hybrid,BHC,10,0.0185,0.001,0.013,0.0221,0.0,0.2854,0.0716,0.0936
CivilComments,minority_high_40,0.5%,0.005,NGC,NGC,10,0.0185,0.001,0.013,0.0221,0.0,0.2854,0.0716,0.0936
CivilComments,minority_high_40,0.5%,0.005,noise_score_cpba_tc,CPBA-TC,10,0.0246,0.0011,0.0208,0.0319,0.0,0.9679,0.0007,0.0996
CivilComments,minority_high_40,0.5%,0.005,CPBA-only,CPBA-only,10,0.0246,0.0011,0.0208,0.0319,0.0,0.9679,0.0007,0.0996
CivilComments,minority_high_40,0.5%,0.005,noise_score_tc_only,TC-only,10,0.0185,0.001,0.013,0.0221,0.0,0.2854,0.0716,0.0936
CivilComments,minority_high_40,0.5%,0.005,CPBA-TC-noFB,CPBA-TC-noFB,10,0.0246,0.0011,0.0208,0.0319,0.0,0.9679,0.0007,0.0996
CivilComments,minority_high_40,0.5%,0.005,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.0246,0.0011,0.0208,0.0319,0.0,0.9679,0.0007,0.0996
CivilComments,minority_high_40,0.5%,0.005,oracle_noise_group_balanced,Oracle-GB,10,0.0312,0.0015,0.0254,0.0384,0.0,1.0,0.2498,0.1062
CivilComments,minority_high_40,1.0%,0.01,random,Random,10,0.0001,0.0007,-0.0059,0.0033,20.0,0.1029,0.0107,0.0751
CivilComments,minority_high_40,1.0%,0.01,loss,Loss,10,0.0396,0.0011,0.0332,0.0436,0.0,0.9539,0.0012,0.1146
CivilComments,minority_high_40,1.0%,0.01,entropy,Entropy,10,0.0044,0.0007,0.0007,0.0078,0.0,0.1143,0.0468,0.0794
CivilComments,minority_high_40,1.0%,0.01,forgetting,Forgetting,10,0.0239,0.0015,0.0182,0.0351,0.0,0.6034,0.032,0.0753
CivilComments,minority_high_40,1.0%,0.01,margin,Margin,10,0.0252,0.0011,0.0202,0.0325,0.0,0.9228,0.0028,0.0766
CivilComments,minority_high_40,1.0%,0.01,aum,AUM,10,0.0212,0.0009,0.015,0.0254,0.0,0.8519,0.0042,0.0726
CivilComments,minority_high_40,1.0%,0.01,confident_learning,Cleanlab,10,0.0252,0.0011,0.0202,0.0325,0.0,0.9228,0.0028,0.0766
CivilComments,minority_high_40,1.0%,0.01,uncertainty_diversity,Unc+Div-Lite,10,0.0031,0.0004,0.0013,0.0046,0.0,0.1164,0.0503,0.0545
CivilComments,minority_high_40,1.0%,0.01,badge_lite,BADGE-Lite,10,0.0254,0.0011,0.0195,0.0319,0.0,0.9231,0.0028,0.0768
CivilComments,minority_high_40,1.0%,0.01,tracin_val_uncertainty,TracIn-CP (val),10,0.0079,0.0006,0.0046,0.0104,0.0,0.6465,0.0081,0.0593
CivilComments,minority_high_40,1.0%,0.01,tracin_noise_weighted,TracIn-CP (noise),10,0.009,0.0007,0.0065,0.013,0.0,0.3445,0.0027,0.0604
CivilComments,minority_high_40,1.0%,0.01,noise_score,NoiseScore,10,0.0286,0.0014,0.0182,0.0351,0.0,0.2302,0.0572,0.1036
CivilComments,minority_high_40,1.0%,0.01,noise_score_budget_hybrid,BHC,10,0.0286,0.0014,0.0182,0.0351,0.0,0.2302,0.0572,0.1036
CivilComments,minority_high_40,1.0%,0.01,NGC,NGC,10,0.0286,0.0014,0.0182,0.0351,0.0,0.2302,0.0572,0.1036
CivilComments,minority_high_40,1.0%,0.01,noise_score_cpba_tc,CPBA-TC,10,0.0385,0.0009,0.0338,0.0429,0.0,0.7728,0.0145,0.1135
CivilComments,minority_high_40,1.0%,0.01,CPBA-only,CPBA-only,10,0.0385,0.0009,0.0338,0.0429,0.0,0.7728,0.0145,0.1135
CivilComments,minority_high_40,1.0%,0.01,noise_score_tc_only,TC-only,10,0.0286,0.0014,0.0182,0.0351,0.0,0.2302,0.0572,0.1036
CivilComments,minority_high_40,1.0%,0.01,CPBA-TC-noFB,CPBA-TC-noFB,10,0.0385,0.0009,0.0338,0.0429,0.0,0.7728,0.0145,0.1135
CivilComments,minority_high_40,1.0%,0.01,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.0385,0.0009,0.0338,0.0429,0.0,0.7728,0.0145,0.1135
CivilComments,minority_high_40,1.0%,0.01,oracle_noise_group_balanced,Oracle-GB,10,0.0493,0.0018,0.0423,0.0592,0.0,1.0,0.2506,0.1243
CivilComments,minority_high_40,2.0%,0.02,random,Random,10,0.002,0.001,-0.0059,0.0059,10.0,0.1027,0.0117,0.077
CivilComments,minority_high_40,2.0%,0.02,loss,Loss,10,0.064,0.0016,0.056,0.0722,0.0,0.9317,0.0025,0.139
CivilComments,minority_high_40,2.0%,0.02,entropy,Entropy,10,0.0105,0.0014,0.0052,0.0195,0.0,0.1138,0.0471,0.0855
CivilComments,minority_high_40,2.0%,0.02,forgetting,Forgetting,10,0.0444,0.0013,0.0371,0.0501,0.0,0.7449,0.0186,0.0958
CivilComments,minority_high_40,2.0%,0.02,margin,Margin,10,0.042,0.0009,0.0377,0.0468,0.0,0.8888,0.0046,0.0934
CivilComments,minority_high_40,2.0%,0.02,aum,AUM,10,0.036,0.0008,0.0319,0.041,0.0,0.8218,0.0057,0.0874
CivilComments,minority_high_40,2.0%,0.02,confident_learning,Cleanlab,10,0.042,0.0009,0.0377,0.0468,0.0,0.8888,0.0046,0.0934
CivilComments,minority_high_40,2.0%,0.02,uncertainty_diversity,Unc+Div-Lite,10,0.0061,0.0005,0.0039,0.0085,0.0,0.1162,0.0519,0.0575
CivilComments,minority_high_40,2.0%,0.02,badge_lite,BADGE-Lite,10,0.042,0.0009,0.0377,0.0468,0.0,0.8888,0.0046,0.0934
CivilComments,minority_high_40,2.0%,0.02,tracin_val_uncertainty,TracIn-CP (val),10,0.0143,0.0007,0.0104,0.0182,0.0,0.6166,0.0123,0.0657
CivilComments,minority_high_40,2.0%,0.02,tracin_noise_weighted,TracIn-CP (noise),10,0.0224,0.0012,0.0169,0.0306,0.0,0.5042,0.0037,0.0738
CivilComments,minority_high_40,2.0%,0.02,noise_score,NoiseScore,10,0.0426,0.0015,0.0306,0.0468,0.0,0.1765,0.046,0.1176
CivilComments,minority_high_40,2.0%,0.02,noise_score_budget_hybrid,BHC,10,0.0426,0.0015,0.0306,0.0468,0.0,0.1765,0.046,0.1176
CivilComments,minority_high_40,2.0%,0.02,NGC,NGC,10,0.0426,0.0015,0.0306,0.0468,0.0,0.1765,0.046,0.1176
CivilComments,minority_high_40,2.0%,0.02,noise_score_cpba_tc,CPBA-TC,10,0.0723,0.0012,0.0644,0.0768,0.0,0.783,0.0186,0.1474
CivilComments,minority_high_40,2.0%,0.02,CPBA-only,CPBA-only,10,0.0723,0.0012,0.0644,0.0768,0.0,0.783,0.0186,0.1474
CivilComments,minority_high_40,2.0%,0.02,noise_score_tc_only,TC-only,10,0.0426,0.0015,0.0306,0.0468,0.0,0.1765,0.046,0.1176
CivilComments,minority_high_40,2.0%,0.02,CPBA-TC-noFB,CPBA-TC-noFB,10,0.0723,0.0012,0.0644,0.0768,0.0,0.783,0.0186,0.1474
CivilComments,minority_high_40,2.0%,0.02,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.0723,0.0012,0.0644,0.0768,0.0,0.783,0.0186,0.1474
CivilComments,minority_high_40,2.0%,0.02,oracle_noise_group_balanced,Oracle-GB,10,0.1251,0.0029,0.1139,0.1392,0.0,1.0,0.231,0.2001
CivilComments,minority_high_40,5.0%,0.05,random,Random,10,0.005,0.0011,-0.0033,0.0104,10.0,0.103,0.0115,0.08
CivilComments,minority_high_40,5.0%,0.05,loss,Loss,10,0.1034,0.0011,0.0976,0.1093,0.0,0.8616,0.0085,0.1784
CivilComments,minority_high_40,5.0%,0.05,entropy,Entropy,10,0.0209,0.0016,0.0111,0.028,0.0,0.1158,0.0473,0.096
CivilComments,minority_high_40,5.0%,0.05,forgetting,Forgetting,10,0.0711,0.0012,0.0664,0.0774,0.0,0.7684,0.0153,0.1225
CivilComments,minority_high_40,5.0%,0.05,margin,Margin,10,0.0609,0.001,0.0566,0.0664,0.0,0.812,0.0112,0.1123
CivilComments,minority_high_40,5.0%,0.05,aum,AUM,10,0.0557,0.001,0.0507,0.0592,0.0,0.744,0.0129,0.1071
CivilComments,minority_high_40,5.0%,0.05,confident_learning,Cleanlab,10,0.0609,0.001,0.0566,0.0664,0.0,0.812,0.0112,0.1123
CivilComments,minority_high_40,5.0%,0.05,uncertainty_diversity,Unc+Div-Lite,10,0.011,0.0008,0.0072,0.015,0.0,0.1157,0.0469,0.0624
CivilComments,minority_high_40,5.0%,0.05,badge_lite,BADGE-Lite,10,0.0609,0.001,0.0566,0.0664,0.0,0.812,0.0112,0.1123
CivilComments,minority_high_40,5.0%,0.05,tracin_val_uncertainty,TracIn-CP (val),10,0.023,0.001,0.0195,0.0273,0.0,0.5722,0.0201,0.0744
CivilComments,minority_high_40,5.0%,0.05,tracin_noise_weighted,TracIn-CP (noise),10,0.047,0.0005,0.0442,0.0488,0.0,0.5678,0.0088,0.0984
CivilComments,minority_high_40,5.0%,0.05,noise_score,NoiseScore,10,0.0685,0.0023,0.0534,0.0787,0.0,0.1191,0.0339,0.1435
CivilComments,minority_high_40,5.0%,0.05,noise_score_budget_hybrid,BHC,10,0.0548,0.0012,0.0462,0.0599,0.0,0.1042,0.0254,0.1298
